full_text,lower_case,tweet_tokens,tokens_nltk,tokens_spacy,stems_nltk,stems_spacy,stem_tweet,remove_stop_words_nltk,remove_stop_words_spacy,remove_stop_words_tweet_tokenizer
a day before ppn naik jadi 12%,a day before ppn naik jadi 12%,"['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', 'naik', 'jadi', '12', '%']","['a', 'day', 'before', 'ppn', '12', '%']","['a', 'day', 'before', 'ppn', '12', '%']","['a', 'day', 'before', 'ppn', '12', '%']"
Memasuki 2025 ppn naik 12% dan kontrak kerja habis. Mengheningkan cipta mulai,memasuki 2025 ppn naik 12% dan kontrak kerja habis. mengheningkan cipta mulai,"['memasuki', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta', 'mulai']","['memasuki', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta', 'mulai']","['memasuki', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta', 'mulai']","['masuk', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'hening', 'cipta', 'mulai']","['masuk', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'hening', 'cipta', 'mulai']","['masuk', '2025', 'ppn', 'naik', '12', '%', 'dan', 'kontrak', 'kerja', 'habis', '.', 'hening', 'cipta', 'mulai']","['memasuki', '2025', 'ppn', '12', '%', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta']","['memasuki', '2025', 'ppn', '12', '%', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta']","['memasuki', '2025', 'ppn', '12', '%', 'kontrak', 'kerja', 'habis', '.', 'mengheningkan', 'cipta']"
@abrianabitha Ga kepikiran ppn naik 12% besok,@abrianabitha ga kepikiran ppn naik 12% besok,"['ga', 'kepikiran', 'ppn', 'naik', '12', '%', 'besok']","['@', 'abrianabitha', 'ga', 'kepikiran', 'ppn', 'naik', '12', '%', 'besok']","['@abrianabitha', 'ga', 'kepikiran', 'ppn', 'naik', '12', '%', 'besok']","['@', 'abrianabitha', 'tidak', 'pikir', 'ppn', 'naik', '12', '%', 'besok']","['@abrianabitha', 'tidak', 'pikir', 'ppn', 'naik', '12', '%', 'besok']","['tidak', 'pikir', 'ppn', 'naik', '12', '%', 'besok']","['@', 'abrianabitha', 'ga', 'kepikiran', 'ppn', '12', '%', 'besok']","['@abrianabitha', 'ga', 'kepikiran', 'ppn', '12', '%', 'besok']","['ga', 'kepikiran', 'ppn', '12', '%', 'besok']"
Pagi semua mari kita jajan sebelum besok ppn dah naik 12%,pagi semua mari kita jajan sebelum besok ppn dah naik 12%,"['pagi', 'semua', 'mari', 'kita', 'jajan', 'sebelum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'semua', 'mari', 'kita', 'jajan', 'sebelum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'semua', 'mari', 'kita', 'jajan', 'sebelum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'semua', 'mari', 'kita', 'jajan', 'belum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'semua', 'mari', 'kita', 'jajan', 'belum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'semua', 'mari', 'kita', 'jajan', 'belum', 'besok', 'ppn', 'dah', 'naik', '12', '%']","['pagi', 'mari', 'jajan', 'besok', 'ppn', 'dah', '12', '%']","['pagi', 'mari', 'jajan', 'besok', 'ppn', 'dah', '12', '%']","['pagi', 'mari', 'jajan', 'besok', 'ppn', 'dah', '12', '%']"
PPN dari 10% ke 11% itu bukan naik 1% tapi naik 10%! Sekarang dari 11% mau naik ke 12%. Itu naik 9%! Dengan segala macam situasi pengelolaan publik saat ini kecewa sih dengan kenaikan ini. Sangat memberatkan dan unfaedah ke WNI!,ppn dari 10% ke 11% itu bukan naik 1% tapi naik 10%! sekarang dari 11% mau naik ke 12%. itu naik 9%! dengan segala macam situasi pengelolaan publik saat ini kecewa sih dengan kenaikan ini. sangat memberatkan dan unfaedah ke wni!,"['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'pengelolaan', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'memberatkan', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'pengelolaan', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'memberatkan', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'pengelolaan', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'memberatkan', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'kelola', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'berat', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'kelola', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'berat', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', 'dari', '10', '%', 'ke', '11', '%', 'itu', 'bukan', 'naik', '1', '%', 'tapi', 'naik', '10', '%', '!', 'sekarang', 'dari', '11', '%', 'mau', 'naik', 'ke', '12', '%', '.', 'itu', 'naik', '9', '%', '!', 'dengan', 'segala', 'macam', 'situasi', 'kelola', 'publik', 'saat', 'ini', 'kecewa', 'sih', 'dengan', 'kenaikan', 'ini', '.', 'sangat', 'berat', 'dan', 'unfaedah', 'ke', 'wni', '!']","['ppn', '10', '%', '11', '%', '1', '%', '10', '%', '!', '11', '%', '12', '%', '.', '9', '%', '!', 'situasi', 'pengelolaan', 'publik', 'kecewa', 'sih', 'kenaikan', '.', 'memberatkan', 'unfaedah', 'wni', '!']","['ppn', '10', '%', '11', '%', '1', '%', '10', '%', '!', '11', '%', '12', '%', '.', '9', '%', '!', 'situasi', 'pengelolaan', 'publik', 'kecewa', 'sih', 'kenaikan', '.', 'memberatkan', 'unfaedah', 'wni', '!']","['ppn', '10', '%', '11', '%', '1', '%', '10', '%', '!', '11', '%', '12', '%', '.', '9', '%', '!', 'situasi', 'pengelolaan', 'publik', 'kecewa', 'sih', 'kenaikan', '.', 'memberatkan', 'unfaedah', 'wni', '!']"
Ayo.. Mari sampaikan kpd @prabowo untk membatalkan kenaikan PPN 12% itu Pasti ada jalan keluar lain.. Bukankah.. 1.Harta KORUPTOR bisa dirampas Negara ? 2.Kekayaan Alam sprti bahan tambang bs diolah negara untk kesejahteraan rakyat shingg pajak tak perlu Naik? #TumpasKorupsiEdan,ayo.. mari sampaikan kpd @prabowo untk membatalkan kenaikan ppn 12% itu pasti ada jalan keluar lain.. bukankah.. 1.harta koruptor bisa dirampas negara ? 2.kekayaan alam sprti bahan tambang bs diolah negara untk kesejahteraan rakyat shingg pajak tak perlu naik? #tumpaskorupsiedan,"['ayo', '..', 'mari', 'sampaikan', 'kpd', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukankah', '..', '1.harta', 'koruptor', 'bisa', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#tumpaskorupsiedan']","['ayo', '..', 'mari', 'sampaikan', 'kpd', '@', 'prabowo', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukankah', '..', '1.harta', 'koruptor', 'bisa', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'sampaikan', 'kpd', '@prabowo', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukankah', '..', '1.harta', 'koruptor', 'bisa', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'sampai', 'kpd', '@', 'prabowo', 'untk', 'batal', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukan', '..', '1.harta', 'koruptor', 'bisa', 'rampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'sejahtera', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'sampai', 'kpd', '@prabowo', 'untk', 'batal', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukan', '..', '1.harta', 'koruptor', 'bisa', 'rampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'sejahtera', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'sampai', 'kpd', 'untk', 'batal', 'kenaikan', 'ppn', '12', '%', 'itu', 'pasti', 'ada', 'jalan', 'keluar', 'lain', '..', 'bukan', '..', '1.harta', 'koruptor', 'bisa', 'rampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'sejahtera', 'rakyat', 'shingg', 'pajak', 'tak', 'perlu', 'naik', '?', '#tumpaskorupsiedan']","['ayo', '..', 'mari', 'kpd', '@', 'prabowo', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'jalan', '..', '..', '1.harta', 'koruptor', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'kpd', '@prabowo', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'jalan', '..', '..', '1.harta', 'koruptor', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', '?', '#', 'tumpaskorupsiedan']","['ayo', '..', 'mari', 'kpd', 'untk', 'membatalkan', 'kenaikan', 'ppn', '12', '%', 'jalan', '..', '..', '1.harta', 'koruptor', 'dirampas', 'negara', '?', '2.kekayaan', 'alam', 'sprti', 'bahan', 'tambang', 'bs', 'diolah', 'negara', 'untk', 'kesejahteraan', 'rakyat', 'shingg', 'pajak', '?', '#tumpaskorupsiedan']"
@ronaldy596 Kenapa ditolak PPN naik ke 12% Kenapa gak didemo koruptor² bangsat itu,@ronaldy596 kenapa ditolak ppn naik ke 12% kenapa gak didemo koruptor² bangsat itu,"['kenapa', 'ditolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'gak', 'didemo', 'koruptor', '²', 'bangsat', 'itu']","['@', 'ronaldy596', 'kenapa', 'ditolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'gak', 'didemo', 'koruptor²', 'bangsat', 'itu']","['@ronaldy596', 'kenapa', 'ditolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'gak', 'didemo', 'koruptor²', 'bangsat', 'itu']","['@', 'ronaldy596', 'kenapa', 'tolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'tidak', 'demo', 'koruptor²', 'bangsat', 'itu']","['@ronaldy596', 'kenapa', 'tolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'tidak', 'demo', 'koruptor²', 'bangsat', 'itu']","['kenapa', 'tolak', 'ppn', 'naik', 'ke', '12', '%', 'kenapa', 'tidak', 'demo', 'koruptor', '²', 'bangsat', 'itu']","['@', 'ronaldy596', 'ditolak', 'ppn', '12', '%', 'gak', 'didemo', 'koruptor²', 'bangsat']","['@ronaldy596', 'ditolak', 'ppn', '12', '%', 'gak', 'didemo', 'koruptor²', 'bangsat']","['ditolak', 'ppn', '12', '%', 'gak', 'didemo', 'koruptor', '²', 'bangsat']"
@keretaapikita Kok gembira min? Brrti PPN naik 12% kabar buruk ya ?? ,@keretaapikita kok gembira min? brrti ppn naik 12% kabar buruk ya ?? ,"['kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']","['@', 'keretaapikita', 'kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']","['@keretaapikita', 'kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']","['@', 'keretaapikita', 'kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'iya', '?', '?']","['@keretaapikita', 'kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'iya', '?', '?']","['kok', 'gembira', 'min', '?', 'brrti', 'ppn', 'naik', '12', '%', 'kabar', 'buruk', 'iya', '?', '?']","['@', 'keretaapikita', 'gembira', 'min', '?', 'brrti', 'ppn', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']","['@keretaapikita', 'gembira', 'min', '?', 'brrti', 'ppn', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']","['gembira', 'min', '?', 'brrti', 'ppn', '12', '%', 'kabar', 'buruk', 'ya', '?', '?']"
Selamat tanggal 31.. besok Ppn naik 12%.. yang masih ada privilege ayo stok belanjaan dengan ukuran gentong supaya mengurangi konsumsi di 2025 ,selamat tanggal 31.. besok ppn naik 12%.. yang masih ada privilege ayo stok belanjaan dengan ukuran gentong supaya mengurangi konsumsi di 2025 ,"['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanjaan', 'dengan', 'ukuran', 'gentong', 'supaya', 'mengurangi', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanjaan', 'dengan', 'ukuran', 'gentong', 'supaya', 'mengurangi', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanjaan', 'dengan', 'ukuran', 'gentong', 'supaya', 'mengurangi', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanja', 'dengan', 'ukur', 'gentong', 'supaya', 'kurang', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanja', 'dengan', 'ukur', 'gentong', 'supaya', 'kurang', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', 'naik', '12', '%', '..', 'yang', 'masih', 'ada', 'privilege', 'ayo', 'stok', 'belanja', 'dengan', 'ukur', 'gentong', 'supaya', 'kurang', 'konsumsi', 'di', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', '12', '%', '..', 'privilege', 'ayo', 'stok', 'belanjaan', 'ukuran', 'gentong', 'mengurangi', 'konsumsi', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', '12', '%', '..', 'privilege', 'ayo', 'stok', 'belanjaan', 'ukuran', 'gentong', 'mengurangi', 'konsumsi', '2025']","['selamat', 'tanggal', '31', '..', 'besok', 'ppn', '12', '%', '..', 'privilege', 'ayo', 'stok', 'belanjaan', 'ukuran', 'gentong', 'mengurangi', 'konsumsi', '2025']"
@kompascom Gimana ini pak @prabowo ??? Udahlah ppn naik harga2 naik biaya ibadah pun naik. Semua yang dibayarkan rakyat harus naik. Tapi yang maling duit negara sampe triliyunan itu kenapa turun dari 12 ke 6??? Gak takut hisaban Allah pak @prabowo ???,@kompascom gimana ini pak @prabowo ??? udahlah ppn naik harga2 naik biaya ibadah pun naik. semua yang dibayarkan rakyat harus naik. tapi yang maling duit negara sampe triliyunan itu kenapa turun dari 12 ke 6??? gak takut hisaban allah pak @prabowo ???,"['gimana', 'ini', 'pak', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga', '2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'dibayarkan', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', 'pak', '?', '?', '?']","['@', 'kompascom', 'gimana', 'ini', 'pak', '@', 'prabowo', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'dibayarkan', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', 'pak', '@', 'prabowo', '?', '?', '?']","['@kompascom', 'gimana', 'ini', 'pak', '@prabowo', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'dibayarkan', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', 'pak', '@prabowo', '?', '?', '?']","['@', 'kompascom', 'gimana', 'ini', 'pak', '@', 'prabowo', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'bayar', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'tidak', 'takut', 'hisab', 'allah', 'pak', '@', 'prabowo', '?', '?', '?']","['@kompascom', 'gimana', 'ini', 'pak', '@prabowo', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'bayar', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'tidak', 'takut', 'hisab', 'allah', 'pak', '@prabowo', '?', '?', '?']","['gimana', 'ini', 'pak', '?', '?', '?', 'udahlah', 'ppn', 'naik', 'harga', '2', 'naik', 'biaya', 'ibadah', 'pun', 'naik', '.', 'semua', 'yang', 'bayar', 'rakyat', 'harus', 'naik', '.', 'tapi', 'yang', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'itu', 'kenapa', 'turun', 'dari', '12', 'ke', '6', '?', '?', '?', 'tidak', 'takut', 'hisab', 'allah', 'pak', '?', '?', '?']","['@', 'kompascom', 'gimana', '@', 'prabowo', '?', '?', '?', 'udahlah', 'ppn', 'harga2', 'biaya', 'ibadah', '.', 'dibayarkan', 'rakyat', '.', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'turun', '12', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', '@', 'prabowo', '?', '?', '?']","['@kompascom', 'gimana', '@prabowo', '?', '?', '?', 'udahlah', 'ppn', 'harga2', 'biaya', 'ibadah', '.', 'dibayarkan', 'rakyat', '.', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'turun', '12', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', '@prabowo', '?', '?', '?']","['gimana', '?', '?', '?', 'udahlah', 'ppn', 'harga', '2', 'biaya', 'ibadah', '.', 'dibayarkan', 'rakyat', '.', 'maling', 'duit', 'negara', 'sampe', 'triliyunan', 'turun', '12', '6', '?', '?', '?', 'gak', 'takut', 'hisaban', 'allah', '?', '?', '?']"
